Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Body Material (product.metafields.custom.body_material),Brand (product.metafields.custom.brand),Instrument Compatibility (product.metafields.custom.instrument_compatibility),Instrument Type (product.metafields.custom.instrument_type),Key (product.metafields.custom.key),Key Features 1 (product.metafields.custom.key_features_1),Key Features 2 (product.metafields.custom.key_features_2),Key Features 3 (product.metafields.custom.key_features_3),Key Plating (product.metafields.custom.key_material),Key Post Material (product.metafields.custom.key_post_material),meter (product.metafields.custom.meter),Pad Type (product.metafields.custom.pad_type),Product Grouping Option 1 (product.metafields.custom.product_grouping_option_1),Product Grouping Option 1 Value (product.metafields.custom.product_grouping_option_1_value),Product Type (product.metafields.custom.product_type),Skill Level (product.metafields.custom.skill_level),_Included_Accessories (product.metafields.custom._included_accessories),Product subtitle (product.metafields.descriptors.subtitle),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),rebate new (product.metafields.rebate.new),rebate old (product.metafields.rebate.old),Product rating count (product.metafields.reviews.rating_count),Bell size (product.metafields.shopify.bell-size),Clarinet key system (product.metafields.shopify.clarinet-key-system),Compatible clarinet type (product.metafields.shopify.compatible-clarinet-type),Instrument/Accessory finish (product.metafields.shopify.instrument-accessory-finish),Instrument material (product.metafields.shopify.instrument-material),Mouthpiece (product.metafields.shopify.mouthpiece),Reed strength (product.metafields.shopify.reed-strength),Tip opening (product.metafields.shopify.tip-opening),Tuning pitch (product.metafields.shopify.tuning-pitch),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
buffet-crampon-rc-series-bb-clarinets,Buffet Crampon RC Series B♭ Clarinet,"<!-- 
  ***********************************************************************
  *  Page Title: Buffet Crampon RC B♭ Clarinet – A Legacy of Excellence
  *  Meta Description: Explore the Buffet Crampon RC B♭ Clarinet, redesigned for 
  *  professional performance with enhanced intonation, warm tone, and even response.
  ***********************************************************************
-->

<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h2 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h3 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }

  .text-center {
    text-align: center;
  }

  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }

  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }

  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }

  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }

  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }

  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }

  .tab-content.active {
    display: block;
  }

  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }

  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }

  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>

<article>
  <header>
    <h1 class=""h1"">Buffet Crampon RC B♭ Clarinet</h1>
    <p class=""text-center1"">A Masterpiece of Legacy and Innovation</p>
    <p>
      The <strong>Buffet Crampon RC B♭ Clarinet</strong> represents the visionary contributions of Robert Carrée, whose poly-cylindrical bore design redefined clarinet acoustics. Redesigned in 2014, this instrument offers enhanced intonation, a warm, centered tone, and even response for professionals and aspiring musicians alike.
    </p>
  </header>

  <!-- Tab Navigation -->
  <div class=""tabs"">
    <div data-tab=""overview"" class=""tab active"">Overview</div>
    <div data-tab=""history"" class=""tab"">The RC Evolution</div>
    <div data-tab=""specifications"" class=""tab"">Specifications</div>
  </div>

  <!-- Tab Content: Overview -->
  <div class=""tab-content active"" id=""overview"">
    <p class=""h2""><strong>Refined Sound &amp; Performance</strong></p>
    <p>
      Crafted from premium grenadilla wood or GreenLinE material, the <strong>RC B♭ Clarinet</strong> offers rich, warm tones and consistent projection. The ergonomic keywork and adjustable thumb rest ensure unparalleled comfort and ease of play, making this clarinet a favorite among professionals and students striving for excellence.
    </p>
  </div>

  <!-- Tab Content: The RC Evolution -->
  <div class=""tab-content"" id=""history"">
    <section>
      <header>
        <h1 class=""h2""><strong>Robert Carrée’s Transformative Impact</strong></h1>
        <p class=""text-center1""><strong>The Birth of a Legend</strong></p>
        <p>
          Robert Carrée’s poly-cylindrical bore revolutionized clarinet design, creating instruments with improved tonal evenness, projection, and resonance. The RC model embodies his dedication to enhancing both the artistry and mechanics of woodwind instruments.
        </p>
      </header>
    </section>

    <section>
      <h2 class=""h3""><strong>A Clarinet Built for the Modern Performer</strong></h2>
      <p>
        Redesigned in 2014, the RC model incorporates over a decade of acoustic research to meet the evolving demands of contemporary musicians. Its precise intonation, warm tone, and responsive feel make it an indispensable tool for achieving musical excellence.
      </p>
    </section>
  </div>

  <!-- Tab Content: Specifications -->
  <div class=""tab-content"" id=""specifications"">
    <p class=""h2""><strong>Technical Specifications</strong></p>
    <table class=""spec-table"">
      <colgroup>
        <col style=""width: 33%;"">
        <col style=""width: 67%;"">
      </colgroup>
      <tbody>
        <tr>
          <th>Key</th>
          <td>B♭</td>
        </tr>
        <tr>
          <th>Pitch</th>
          <td>440/442 Hz</td>
        </tr>
        <tr>
          <th>Body Material</th>
          <td>Stained Grenadilla wood (Dalbergia Melanoxylon) or GreenLinE</td>
        </tr>
        <tr>
          <th>Bore</th>
          <td>Poly-cylindrical</td>
        </tr>
        <tr>
          <th>Keywork</th>
          <td>17 or 18 keys, 6 rings; silver-plated, with E♭ lever (optional)</td>
        </tr>
        <tr>
          <th>Thumb Rest</th>
          <td>Adjustable for ergonomic comfort</td>
        </tr>
        <tr>
          <th>Springs</th>
          <td>Blue steel for enhanced response</td>
        </tr>
        <tr>
          <th>Pads</th>
          <td>Leather and natural cork</td>
        </tr>
        <tr>
          <th>Case</th>
          <td>Deluxe leather case included</td>
        </tr>
      </tbody>
    </table>
  </div>

  <footer>
    <p>
      Explore the brilliance of the <strong>Buffet Crampon RC B♭ Clarinet</strong>. Its legacy of innovation and refined design continues to inspire musicians worldwide, offering an unmatched combination of tone, precision, and playability.
    </p>
  </footer>
</article>

<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>
",Buffet Crampon,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets > Bb Clarinets,Clarinets,"B Flat, bass, Bb, buffet, buffet-crampon, clarinet, grenadilla, horn, INSTRUMENT, Key of Bb, New, pro, Professional, RC",true,Title,Default Title,,,,,,,,BC1114-2-0,6259.574706,shopify,continue,manual,6130.00,10215.00,true,true,"",https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponRCB_Clarinet0.webp?v=1737619965,1,"",false,Buffet Crampon RC B♭ Clarinet – A Legacy of Excellence,"Explore the Buffet Crampon RC B♭ Clarinet, redesigned for professional performance with enhanced intonation, warm tone, and even response.",88,,,,,,,,,,, Grenadilla Wood,Buffet Crampon,Bb Soprano Clarinet,Bb Soprano Clarinet, Bb,,,, Silver Plated, Silver Plated,, Leather,,,Instrument,,,,,,,,,,,boehm,,black,african-blackwood,bb,,,,,,,,,lb,,4832.00,active
buffet-crampon-rc-series-bb-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponRCB_Clarinet4.webp?v=1737619999,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-rc-series-bb-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponRCB_Clarinet3.webp?v=1737619999,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-rc-series-bb-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponRCB_Clarinet2.webp?v=1737619999,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-rc-series-bb-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponRCB_Clarinet1.webp?v=1737619999,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-rc-series-a-clarinets,Buffet Crampon RC Series E♭ Clarinet,"<!-- 
  ***********************************************************************
  *  Page Title: Buffet Crampon RC E♭ Clarinet – Legacy and Innovation
  *  Meta Description: Discover the legacy of Robert Carrée and the Buffet Crampon RC E♭ Clarinet, 
  *  a masterpiece blending professional craftsmanship with innovative design.
  ***********************************************************************
-->

<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h2 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""Philosopher"";
  }

  .h3 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }

  .text-center {
    text-align: center;
  }

  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }

  .text-center2 {
    text-align: center;
    text-decoration: underline;
    color: #414040;
  }

  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }

  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }

  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }

  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }

  .tab-content.active {
    display: block;
  }

  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }

  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }

  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>

<article>
  <header>
    <h1 class=""h1"">Buffet Crampon RC E♭ Clarinet</h1>
    <p class=""text-center1"">Where Legacy Meets Innovation</p>
    <p>
      The <strong>Buffet Crampon RC E♭ Clarinet</strong> celebrates the ingenuity of Robert Carrée, whose poly-cylindrical bore design revolutionized clarinet acoustics. Redesigned in 2014, this model combines tradition with cutting-edge acoustical advancements, offering unparalleled tone, projection, and balance for professional musicians.
    </p>
  </header>

  <!-- Tab Navigation -->
  <div class=""tabs"">
    <div data-tab=""overview"" class=""tab active"">Overview</div>
    <div data-tab=""history"" class=""tab"">RC’s Legacy</div>
    <div data-tab=""specifications"" class=""tab"">Specifications</div>
  </div>

  <!-- Tab Content: Overview -->
  <div class=""tab-content active"" id=""overview"">
    <p class=""h2""><strong>Exceptional Craftsmanship &amp; Superior Sound</strong></p>
    <p>
      Crafted from premium grenadilla wood or GreenLinE, the RC E♭ Clarinet produces a warm, centered tone with precise intonation. Its ergonomic keywork and advanced bore design ensure effortless playability, making it a versatile instrument for solo performances and ensemble work alike.
    </p>
  </div>

  <!-- Tab Content: Robert Carrée’s Legacy -->
  <div class=""tab-content"" id=""history"">
    <section>
      <header>
        <h1 class=""h2""><strong>A Visionary Innovator</strong></h1>
        <p class=""text-center1""><strong>The Poly-Cylindrical Bore Revolution</strong></p>
        <p>
          Robert Carrée’s contributions to Buffet Crampon include the development of the poly-cylindrical bore, which transformed the acoustic performance of clarinets. This design innovation allows for improved projection, tonal evenness, and resonance, setting the standard for modern clarinet construction.
        </p>
      </header>
    </section>

    <section>
      <h2 class=""h3""><strong>A Clarinet Built for Excellence</strong></h2>
      <p>
        The RC model exemplifies Carrée’s dedication to elevating the artistry of woodwind instruments. Its redesign in 2014 incorporated over a decade of acoustical research, resulting in a clarinet that meets the highest expectations of today’s professional musicians.
      </p>
    </section>
  </div>

  <!-- Tab Content: Specifications -->
  <div class=""tab-content"" id=""specifications"">
    <p class=""h2""><strong>Technical Specifications</strong></p>
    <table class=""spec-table"">
      <colgroup>
        <col style=""width: 33%;"">
        <col style=""width: 67%;"">
      </colgroup>
      <tbody>
        <tr>
          <th>Key</th>
          <td>E♭</td>
        </tr>
        <tr>
          <th>Pitch</th>
          <td>440/442 Hz</td>
        </tr>
        <tr>
          <th>Body Material</th>
          <td>Grenadilla wood (Dalbergia Melanoxylon) or GreenLinE</td>
        </tr>
        <tr>
          <th>Bore</th>
          <td>Poly-cylindrical</td>
        </tr>
        <tr>
          <th>Keywork</th>
          <td>17 keys, 6 rings; silver-plated</td>
        </tr>
        <tr>
          <th>Thumb Rest</th>
          <td>Adjustable for ergonomic comfort</td>
        </tr>
        <tr>
          <th>Springs</th>
          <td>Blue steel springs for enhanced responsiveness</td>
        </tr>
        <tr>
          <th>Pads</th>
          <td>Leather and natural cork</td>
        </tr>
        <tr>
          <th>Case</th>
          <td>Deluxe leather case included</td>
        </tr>
      </tbody>
    </table>
  </div>

  <footer>
    <p>
      Celebrate the legacy of innovation with the <strong>Buffet Crampon RC E♭ Clarinet</strong>. Its superior tone, advanced design, and ergonomic features make it the instrument of choice for musicians striving for excellence.
    </p>
  </footer>
</article>

<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>
",Buffet Crampon,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets,Clarinets,"Auxiliary, auxiliary Clarinet, buffet, buffet-crampon, clarinet, grenadilla, Harmony, horn, INSTRUMENT, Key of Eb, New, RC",true,Title,Default Title,,,,,,,,BC1512-2-0,6259.574706,shopify,continue,manual,7124.00,11872.00,true,true,"",https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponRCE_Clarinet0.webp?v=1737620035,1,"",false,Buffet Crampon RC E♭ Clarinet – Legacy and Innovation,"Discover the legacy of Robert Carrée and the Buffet Crampon RC E♭ Clarinet, a masterpiece blending professional craftsmanship with innovative design.",,,,,,,,,,,, Grenadilla Wood,{{ product.vendor }},Eb Soprano Clarinet,Eb Soprano Clarinet, Eb,,,, Silver Plated, Silver Plated,, Leather,,,Instrument,,,,,,,,,,,boehm,,mopane-wood,african-blackwood,eb,,,,,,,,,lb,,5617.00,active
buffet-crampon-rc-series-a-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponRCE_Clarinet1.png?v=1737620185,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-rc-series-a-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponRCE_Clarinet2.webp?v=1737620185,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-rc-series-a-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponRCE_Clarinet3.webp?v=1737620185,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-rc-series-a-clarinets,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponRCE_Clarinet1.webp?v=1737620185,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-r13-bb-clarinet-mopane-wood,Buffet Crampon Mopane R13 B♭ Clarinet,"<!-- 
    Page Title: Buffet Crampon Mopane R13 B♭ Clarinet – Legendary Sound, Reinvented
  Meta Description: Discover the Buffet Crampon R13 B♭ Clarinet crafted with rare Southern African mopane wood, renowned for its warm, mellow tone and versatility across all registers.
-->

<style>
  .h1 {
    text-align: center;
    font-size: 2.5rem;
    font-style: bold strong;
    font-family: ""philosopher""
  }
  .h2 {
    text-align: center;
    font-size: 2rem;
    font-style: italic;
  }
  .text-center {
    text-align: center;
  }
  .text-center1 {
    text-align: center;
    font-style: italic;
    color: #9b7733;
  }
  .tabs {
    display: flex;
    justify-content: center;
    border-bottom: 2px solid #ddd;
    border-radius: 5px 5px 0 0;
    margin: 20px 0;
  }
  .tab {
    padding: 10px 20px;
    cursor: pointer;
    font-weight: bold;
    background-color: #C7B38A;
    border: 1px solid #ddd;
    border-bottom: none;
    margin-right: 5px;
    border-radius: 5px 5px 0 0;
  }
  .tab.active {
    background-color: #dcc18825;
    border-bottom: 2px solid #dcc18825;
    box-shadow: 2px 0px 5px rgba(0, 0, 0, 0.6);
  }
  .tab-content {
    display: none;
    padding: 15px;
    background-color: #DCC18850;
    border: 1px solid #ddd;
    border-radius: 5px;
  }
  .tab-content.active {
    display: block;
  }
  .spec-table {
    width: 100%;
    border-collapse: collapse;
    margin: 0 auto;
  }
  .spec-table th,
  .spec-table td {
    padding: 8px;
    border: 1px solid #ddd;
  }
  .spec-table th {
    background-color: #f9f9f9;
    text-align: left;
  }
</style>

<article>
  <header>
    <h1 class=""h1"">Buffet Crampon Mopane R13 B♭ Clarinet</h1>
    <p class=""text-center1"">Discover legendary sound enhanced by rare mopane wood</p>
    <p>
      The timeless <strong>R13 B♭ Clarinet</strong> meets <strong>Southern African mopane wood</strong>, merging Buffet Crampon’s historic design with a warm, mellow resonance. Ideal for professionals and enthusiasts seeking a powerful, nuanced tone in every register.
    </p>
  </header>

  <!-- Tab Navigation -->
  <div class=""tabs"">
    <div data-tab=""overview"" class=""tab active"">Overview</div>
    <div data-tab=""description"" class=""tab"">Description</div>
    <div data-tab=""specifications"" class=""tab"">Tech Specs</div>
  </div>

  <!-- Tab Content: Overview -->
  <div class=""tab-content active"" id=""overview"">
    <p class=""h1""><strong>Product Overview</strong></p>
    <p>
      The <strong>Buffet Crampon Mopane R13 B♭ Clarinet</strong> brings a fresh twist to a legendary instrument. Known for its lush, reddish-brown hue, mopane wood not only adds visual elegance but also imparts a richer, warmer timbre to the iconic R13 model. Limited in availability, this special edition maintains the clarinet’s hallmark versatility while introducing a uniquely captivating sonic character.
    </p>
  </div>

  <!-- Tab Content: Description -->
  <div class=""tab-content"" id=""description"">
    <section>
      <header>
        <h1 class=""h1""><strong>Enhanced Sound and Projection</strong></h1>
        <p class=""text-center1""><strong>Warm, Mellow, and Expressive</strong></p>
        <p>
          By combining the famous poly-cylindrical bore with mopane’s innate acoustic properties, this edition offers remarkable projection and tonal depth. From hushed pianissimos to full-bodied fortes, it captures every subtlety in your performance without sacrificing clarity or brilliance across any register.
        </p>
      </header>
    </section>

    <section>
      <h2 class=""h2""><strong>A Choice of Professionals</strong></h2>
      <p>
        Since its creation in 1955 by <strong>Robert Carrée</strong>, the R13 has resonated with top-level musicians for its flexibility, focused sound, and robust intonation. The addition of mopane elevates this classic, delivering a beautifully balanced tone that appeals to symphony players, soloists, teachers, and advancing students alike.
      </p>
      <p>
        For those seeking tradition and innovation, the <strong>Mopane R13 B♭ Clarinet</strong> offers the best of both worlds—iconic design and an upgraded acoustic profile that amplifies musical expression.
      </p>
    </section>
  </div>

  <!-- Tab Content: Technical Specifications -->
  <div class=""tab-content"" id=""specifications"">
    <p class=""h1""><strong>Key Specifications</strong></p>
    <table class=""spec-table"">
      <colgroup>
        <col style=""width: 33%;"">
        <col style=""width: 67%;"">
      </colgroup>
      <tbody>
        <tr>
          <th>Key</th>
          <td>B♭</td>
        </tr>
        <tr>
          <th>Body</th>
          <td>Limited Edition Mopane Wood, poly-cylindrical bore</td>
        </tr>
        <tr>
          <th>Pitch</th>
          <td>440/442 Hz</td>
        </tr>
        <tr>
          <th>Barrel</th>
          <td>66 mm</td>
        </tr>
        <tr>
          <th>Keywork</th>
          <td>17 keys, 6 rings, adjustable thumb rest, nickel silver</td>
        </tr>
        <tr>
          <th>Springs</th>
          <td>Blue steel springs for responsive action</td>
        </tr>
      </tbody>
    </table>
  </div>

  <footer>
    <p>
      Celebrate a legacy of excellence with the <strong>Buffet Crampon Mopane R13 B♭ Clarinet</strong>. Its alluring tone, stunning craftsmanship, and time-honored heritage suit any musician looking to blend iconic tradition with modern innovation.
    </p>
  </footer>
</article>

<script>
  // Tab functionality
  const tabs = document.querySelectorAll('.tab');
  const contents = document.querySelectorAll('.tab-content');

  tabs.forEach(tab => {
    tab.addEventListener('click', () => {
      // Remove 'active' class from all tabs and contents
      tabs.forEach(t => t.classList.remove('active'));
      contents.forEach(c => c.classList.remove('active'));

      // Add 'active' class to the clicked tab and corresponding content
      tab.classList.add('active');
      document.getElementById(tab.dataset.tab).classList.add('active');
    });
  });
</script>
",Buffet Crampon,Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds > Clarinets,Clarinets,"B Flat, Bb, buffet, buffet-crampon, clarinet, grenadilla, horn, INSTRUMENT, Key of Bb, Limited Edition, New, pro, Professional, r13",true,Title,Default Title,,,,,,,,BC1131M-5-0,0.0,shopify,deny,manual,4870.00,7917.00,true,true,0695121121460,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponR13B_Clarinet_MopaneLimitedEdition0_27f7fd7c-25eb-46c7-855b-b87035d4c02b.webp?v=1737618569,1,"",false,"Buffet Crampon Mopane R13 B♭ Clarinet – Legendary Sound, Reinvented","Discover the Buffet Crampon R13 B♭ Clarinet crafted with rare Southern African mopane wood, renowned for its warm, mellow tone and versatility across all registers.",,,,,new,TRUE,,,,,, Mopane Wood,Buffet Crampon,Bb Soprano Clarinet,Bb Soprano Clarinet, Bb,,,," Silver Plated
 Nickel Plated",,, Skin Pads,,,Instrument,"Intermediate
Professional",,,,,TRUE,30000,15000,,,boehm,,mopane-wood,mopane-wood,bb,,,,ambipoly-vivace-bb-clarinet-reed; ambipoly-maesta-bb-clarinet-reeds; ambipoly-primo-bb-clarinet-reed; silverstein-works-omniguard-lip-protector; silverstein-original-clarinet-ligature-gen-5-2022; silverstein-quattro-clarinet-ligature-gen-5; silverstein-hexa-clarinet-ligature-gen-5; silverstein-cryo-gold-clarinet-ligature; silverstein-titanium-clarinet-ligature-gen-5,,,,,lb,,3747.00,active
buffet-crampon-r13-bb-clarinet-mopane-wood,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponR13B_Clarinet_MopaneLimitedEdition4_cd95f791-86bb-4fa5-834d-a3a09b34b908.webp?v=1737618569,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-r13-bb-clarinet-mopane-wood,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/image-cf650fbc-a5c2-4c78-9597-e55fa5d897fb-_2.jpg?v=1737618569,3,Buffet Crampon Mopane R13 Bb Clarinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-r13-bb-clarinet-mopane-wood,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponR13B_Clarinet_MopaneLimitedEdition2_c923bcd6-c303-48f9-b598-66482e8c72b6.webp?v=1737618569,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-r13-bb-clarinet-mopane-wood,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponR13B_Clarinet_MopaneLimitedEdition3_428bf0ed-c040-4eba-ac8c-56e832453fdd.webp?v=1737618569,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buffet-crampon-r13-bb-clarinet-mopane-wood,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0579/3035/0644/files/BuffetCramponR13B_Clarinet_MopaneLimitedEdition1_f06611e7-9ff1-4239-9387-c4c9ab94ff3d.webp?v=1737618569,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
